economy,YR2000,YR2001,YR2002,YR2003,YR2004,YR2005,YR2006,YR2007,YR2008,YR2009,YR2010,YR2011,YR2012,YR2013,YR2014,YR2015,YR2016,YR2017,YR2018,YR2019,YR2020,YR2021
ROU,85.6739756482687,84.9606529950235,83.5114909881363,84.5587377082665,84.9220416341934,87.3594227745128,84.6742030781655,82.7464797831103,79.7709520656883,79.2293721689285,79.4827406561432,77.9307779775761,78.4563265459857,75.6344057318293,75.445583070355,75.3005009096987,77.3190426375492,78.5524454166572,80.0372365150576,79.813922725308,79.7718743452847,79.7517323326772
RUS,61.278630475171,65.8214990002217,69.1020728498223,68.5837345958915,67.4092402802712,66.8133118202927,66.1647537268678,66.075919268964,66.7286882174978,75.4230812589249,70.2129653937177,68.010446817713,69.4141555340849,71.8409222628542,71.7903327850184,70.4452179271466,71.7137314126665,71.0880065154524,68.0762976150015,69.7003785297281,70.9874880378848,67.8360549225815
SMR,,,,,,,,,,,,,,,,60.3724474581456,58.2405526859875,57.1736073447347,55.6837743975383,55.2458266004295,57.8949105460687,
SRB,95.7606045326131,97.8752074402678,97.7449879475652,94.9804426812991,97.8001574755994,94.3784811916832,96.2886100018771,96.0372824124315,95.3732659933331,94.6695977291965,94.6198484560285,94.4760306451357,94.5121883843288,90.8394234281557,91.5538708417892,88.36025896888,86.7477149102272,87.0093627675202,85.9707547441694,84.845281536954,84.0930613240905,82.7853122971672
SVK,75.3194767567372,76.7941671083884,76.347722310773,74.8953374508052,74.80852115329,73.4560943875077,73.6751049143985,71.3622845728643,73.3608036934076,79.6655316887285,75.8418413381457,73.5989250582907,73.7768243880587,73.4723438279459,73.3698647640053,72.3599983366208,73.8317105168649,74.8514681319308,74.7802253967087,75.944063439302,78.4513856824256,78.7184352450724
SVN,74.7750796923714,74.3663826925498,73.5643179014987,73.7554182335783,72.6493473748858,72.1791077237781,69.7563810954575,68.2824184762403,69.2192823979139,75.1419993205337,76.5801938399967,77.0935623553084,77.8419862350631,75.7367992441392,73.8722386487303,72.8348222196787,73.0345733871764,70.9932652875559,70.2484635329533,70.7785104596,70.7291245907356,71.7663522810306
SWE,72.0505898508856,71.7856271300711,72.5850698293061,72.6483798530155,71.3564511832051,71.4415310371415,69.9646471053296,69.0600606334771,69.79960161219,73.5642666170233,71.9286340508302,71.4143734885948,72.6359747010889,73.2389211627158,72.8970904619145,71.7615896837673,72.2223014968638,71.7405959749142,71.7566782221342,70.6916105947795,70.4195343966841,69.7896828082695
TJK,83.5131527396877,90.6856892113269,93.4505436553788,91.8531293317092,95.5166766656397,103.144339910637,97.0798697403376,121.380931554778,120.893996724459,116.468962842669,122.266474009495,124.434091203847,127.724116571865,129.915379302463,117.208922947675,82.7934904997862,91.4570644803916,91.8259374277365,87.6359429883815,87.3962517918134,89.1652165420215,
TKM,54.9949320313996,67.0031479683816,58.6230282935455,70.8442774177258,76.0492319154701,61.2362045798108,43.9745808800396,45.9268218518518,44.3310384071154,21.6927715193279,12.1732054628508,14.4249602112465,21.0189695463889,,,,,,,,,
TUR,78.8738350991558,77.4821575244972,76.664566475914,77.9041182557529,76.5946169288601,75.5862076157529,74.6245070427953,75.4702674739875,74.6766583375961,77.2303245279834,77.5536845070794,76.3134425737879,76.0361918827373,75.3218190067904,74.3877544028998,73.8267867527361,74.1415643620212,72.9891059566293,70.8715640302624,72.4017808007908,71.941235724103,68.3518179991142
UKR,75.3378224927326,76.8149638925062,75.5665462248759,75.561284274666,71.4921799834426,76.6815721860821,78.2010484621729,77.685573008337,80.2595630483469,84.5501044304265,84.4442857971506,85.5487563538688,88.242446007665,91.781143093947,90.1093631353916,86.6779412474655,85.1998036360862,87.8204175663242,90.1410048922816,93.1574942962357,92.5808604684102,87.3065920527865
UZB,75.1286091657452,76.3260715083345,75.9136399022845,73.1841019910605,68.5159040861267,65.9071994674504,64.8338358998149,66.8665874423554,65.3746003315388,69.4000923533081,74.0258938470951,73.204742390629,74.7771151976595,77.4325816719307,76.5631613095589,78.5198691931984,80.4322895287501,76.7622635119373,75.2514633985323,75.492010509389,74.7795133938891,75.8230061038666
XKX,,,,,,,,,105.065695687951,106.680236569438,105.710681495117,100.190302517349,100.418341749919,99.0979490200996,102.176280423166,98.6851702807492,93.8420190181955,91.0597981013319,91.913628091705,92.5699940420953,98.8115810704764,95.8688845954479
